grid_latitude,grid_longitude,runoff_value,runoff_coefficient,elevation_m,drainage_density_km_per_km2,total_population,slope
28.575001,77.0,0.5045783584362524,0.3443413529937844,212.0,0.0,1975595.0,0.0010895672377327
28.575001,77.0125,0.5045783584362524,0.3443413529937844,214.0,0.0,570368.0,0.0013538206834317
28.575001,77.025,0.5045783584362524,0.3443413529937844,210.0,0.1297913809335028,570368.0,0.0040368206320639
28.575001,77.0375,0.5045783584362524,0.3443413529937844,216.0,1.3164349319843571,26828.0,0.0053712328186038
28.575001,77.05,0.5045783584362524,0.3443413529937844,223.0,0.3177554314958704,26828.0,0.0027076413668634
28.575001,77.0625,0.5072754287783687,0.3379724159767849,212.0,0.5496997622205992,419626.0,0.0012798534442316
28.575001,77.075,0.5346867777198581,0.2732424932034861,220.0,0.719914990790246,419626.0,0.0044714442832617
28.575001,77.0875,0.507987693243683,0.3362904548324293,222.0,1.4762239697871635,194990.0,0.0062355104902005
28.575001,77.1,0.4886990390620567,0.3818392199896139,231.0,1.3469487064205194,194990.0,0.0032064347969955
28.575001,77.1125,0.4954457680297169,0.3659073063146899,229.0,0.7795577478934244,194990.0,0.0048826602719898
28.575001,77.125,0.4811103862114362,0.3997592761686276,238.0,0.0,35769.0,0.0064223886986624
28.575001,77.1375,0.4888253688528368,0.3815409013034878,242.0,0.0,35769.0,0.0044714442832617
28.575001,77.15,0.4473448705044326,0.4794941053001776,248.0,0.0,77340.0,0.0061227112463813
28.575001,77.1625,0.4856471773519504,0.3890459712236243,241.0,0.0,37451.0,0.0085667604381304
28.575001,77.175,0.479973418216312,0.4024441440559099,228.0,0.1853097838111176,24857.0,0.0046312419268524
28.575001,77.1875,0.4984818410394503,0.358737838957442,230.0,0.2588767940603735,195072.0,0.0038276983907975
28.575001,77.2,0.5321985977823581,0.2791181506016037,223.0,1.674930721246264,18404.0,0.0055135976292507
28.575001,77.2125,0.5067664159694149,0.3391744129994245,217.0,1.2492001603147267,47706.0,0.0028886334269587
28.575001,77.225,0.5728679260647163,0.1830804661892748,216.0,0.837941613878398,47706.0,0.0034595958833744
28.575001,77.2375,0.5385904422863474,0.2640242709824242,214.0,1.359759580103037,46748.0,0.0044515912199672
28.575001,77.25,0.5142927887804315,0.3214014266403776,211.0,0.4051940272512698,41421.0,0.005598747053133
